record_ID,units_sold
215477,13.0
215479,19.0
215481,16.0
215483,21.0
215487,106.0
215488,73.0
215489,42.0
215490,52.0
215491,67.0
215492,59.0
215496,61.0
215497,43.0
215498,55.0
215499,19.0
215500,9.0
215501,54.0
215502,48.0
215504,7.0
215505,10.0
215506,21.0
215509,61.0
215510,26.0
215513,33.0
215514,42.0
215517,48.0
215518,29.0
215519,46.0
215521,35.0
215522,26.0
215523,96.0
215526,12.0
215529,143.0
215530,77.0
215531,39.0
215533,48.0
215534,82.0
215535,76.0
215538,81.0
215539,50.0
215540,77.0
215541,26.0
215543,48.0
215544,45.0
215545,179.0
215547,9.0
215548,24.0
215550,20.0
215551,16.0
215556,38.0
215557,18.0
215560,19.0
215561,68.0
215562,19.0
215563,36.0
215564,8.0
215566,14.0
215568,184.0
215570,13.0
215573,33.0
215574,28.0
215577,17.0
215578,18.0
215580,56.0
215581,23.0
215582,39.0
215583,20.0
215584,16.0
215585,37.0
215586,39.0
215587,115.0
215589,9.0
215590,18.0
215591,9.0
215592,13.0
215593,12.0
215597,21.0
215598,56.0
215599,23.0
215600,48.0
215601,49.0
215602,43.0
215603,42.0
215604,30.0
215605,28.0
215608,26.0
215609,33.0
215610,173.0
215613,142.0
215614,73.0
215615,43.0
215616,27.0
215617,17.0
215618,92.0
215619,132.0
215620,129.0
215622,32.0
215623,18.0
215624,161.0
215625,92.0
215626,143.0
215627,33.0
215628,15.0
215631,87.0
215632,74.0
215633,226.0
215635,25.0
215636,42.0
215637,7.0
215638,28.0
215639,20.0
215641,49.0
215642,36.0
215643,17.0
215645,52.0
215646,54.0
215647,48.0
215648,58.0
215651,35.0
215652,48.0
215653,57.0
215654,62.0
215655,37.0
215656,227.0
215658,23.0
215659,15.0
215660,75.0
215661,65.0
215662,25.0
215663,44.0
215664,45.0
215665,60.0
215669,45.0
215670,65.0
215671,62.0
215672,79.0
215673,59.0
215677,16.0
215678,4.0
215680,197.0
215681,128.0
215682,84.0
215685,128.0
215686,150.0
215687,126.0
215688,19.0
215691,160.0
215692,90.0
215693,136.0
215694,28.0
215698,101.0
215699,105.0
215700,534.0
215702,21.0
215703,41.0
215704,24.0
215707,70.0
215708,67.0
215709,16.0
215710,23.0
215711,48.0
215712,50.0
215713,43.0
215714,39.0
215715,46.0
215716,107.0
215717,34.0
215718,50.0
215719,33.0
215720,28.0
215722,51.0
215723,77.0
215724,280.0
215726,18.0
215727,49.0
215728,6.0
215730,15.0
215734,40.0
215735,24.0
215736,28.0
215737,33.0
215738,64.0
215739,30.0
215740,27.0
215741,5.0
215742,43.0
215743,68.0
215744,205.0
215747,20.0
215749,50.0
215750,55.0
215752,21.0
215753,42.0
215754,25.0
215756,58.0
215758,41.0
215759,26.0
215760,24.0
215762,21.0
215763,22.0
215764,168.0
215767,46.0
215768,47.0
215769,6.0
215770,27.0
215771,60.0
215772,55.0
215773,37.0
215774,47.0
215775,45.0
215776,74.0
215777,26.0
215778,42.0
215779,21.0
215780,14.0
215781,37.0
215782,34.0
215783,190.0
215785,16.0
215786,24.0
215788,145.0
215789,98.0
215790,33.0
215791,58.0
215792,60.0
215793,84.0
215795,18.0
215796,74.0
215797,38.0
215798,77.0
215799,19.0
215800,12.0
215801,73.0
215802,46.0
215805,12.0
215806,29.0
215812,52.0
215813,40.0
215814,14.0
215815,69.0
215816,73.0
215817,83.0
215821,62.0
215822,44.0
215823,70.0
215824,73.0
215825,44.0
215828,12.0
215829,5.0
215830,31.0
215831,24.0
215832,9.0
215833,47.0
215834,58.0
215835,31.0
215839,78.0
215840,54.0
215841,82.0
215842,53.0
215843,130.0
215844,207.0
215846,26.0
215847,23.0
215850,31.0
215852,13.0
215853,33.0
215854,26.0
215855,12.0
215858,67.0
215859,22.0
215860,51.0
215861,17.0
215862,17.0
215863,32.0
215864,50.0
215865,141.0
215866,9.0
215867,15.0
215868,22.0
215870,10.0
215872,124.0
215873,79.0
215874,51.0
215877,74.0
215878,89.0
215879,88.0
215882,104.0
215883,53.0
215884,101.0
215885,17.0
215886,10.0
215888,81.0
215889,68.0
215890,268.0
215892,14.0
215893,28.0
215895,11.0
215898,13.0
215899,34.0
215900,16.0
215902,27.0
215903,39.0
215904,27.0
215908,70.0
215909,28.0
215910,47.0
215911,24.0
215912,20.0
215913,36.0
215914,54.0
215915,165.0
215918,19.0
215919,15.0
215920,12.0
215921,14.0
215922,17.0
215923,30.0
215924,31.0
215925,19.0
215929,20.0
215930,43.0
215933,12.0
215934,155.0
215937,174.0
215938,84.0
215939,45.0
215942,87.0
215943,106.0
215944,117.0
215947,24.0
215948,110.0
215949,75.0
215950,98.0
215951,20.0
215952,11.0
215953,86.0
215954,61.0
215955,216.0
215957,12.0
215958,22.0
215959,21.0
215962,113.0
215963,110.0
215964,37.0
215965,5.0
215967,23.0
215968,62.0
215969,34.0
215970,17.0
215971,23.0
215972,17.0
215973,70.0
215974,35.0
215975,41.0
215976,21.0
215977,17.0
215978,45.0
215979,48.0
215980,198.0
215981,14.0
215982,17.0
215983,21.0
215985,6.0
215986,16.0
215987,37.0
215988,43.0
215989,33.0
215992,29.0
215993,28.0
215994,11.0
215995,13.0
215997,73.0
215998,28.0
215999,33.0
216000,12.0
216001,9.0
216003,31.0
216004,54.0
216005,144.0
216007,20.0
216008,24.0
216010,4.0
216011,6.0
216012,12.0
216013,242.0
216014,177.0
216015,70.0
216016,18.0
216018,116.0
216019,157.0
216020,207.0
216024,232.0
216025,107.0
216026,176.0
216027,37.0
216028,21.0
216030,119.0
216031,95.0
216032,314.0
216033,11.0
216034,22.0
216035,55.0
216036,85.0
216037,43.0
216039,11.0
216040,86.0
216041,86.0
216042,57.0
216043,66.0
216044,63.0
216047,20.0
216048,55.0
216049,33.0
216050,54.0
216051,15.0
216052,8.0
216053,54.0
216054,31.0
216057,9.0
216058,18.0
216062,194.0
216063,101.0
216064,60.0
216065,13.0
216067,112.0
216068,133.0
216069,118.0
216071,141.0
216072,155.0
216073,133.0
216074,28.0
216075,11.0
216077,97.0
216078,71.0
216080,11.0
216081,16.0
216082,28.0
216084,31.0
216087,40.0
216091,20.0
216092,27.0
216093,34.0
216094,13.0
216095,16.0
216096,27.0
216097,54.0
216098,26.0
216099,38.0
216100,15.0
216101,11.0
216103,41.0
216104,44.0
216105,147.0
216106,16.0
216107,18.0
216108,24.0
216109,39.0
216110,31.0
216112,10.0
216113,21.0
216114,25.0
216115,10.0
216118,42.0
216119,17.0
216120,39.0
216121,12.0
216124,33.0
216125,109.0
216128,13.0
216131,46.0
216132,31.0
216135,20.0
216136,55.0
216137,46.0
216138,11.0
216141,101.0
216142,42.0
216143,78.0
216144,32.0
216145,29.0
216147,43.0
216148,64.0
216149,138.0
216150,18.0
216151,19.0
216152,25.0
216154,16.0
216155,32.0
216156,32.0
216159,18.0
216160,37.0
216161,22.0
216163,16.0
216164,33.0
216165,20.0
216166,17.0
216167,17.0
216168,30.0
216171,11.0
216176,6.0
216177,15.0
216178,29.0
216179,16.0
216180,9.0
216182,32.0
216183,13.0
216184,19.0
216186,17.0
216187,14.0
216190,8.0
216191,115.0
216192,70.0
216193,37.0
216195,76.0
216196,91.0
216197,87.0
216200,62.0
216201,46.0
216202,71.0
216203,9.0
216205,72.0
216206,37.0
216207,210.0
216208,10.0
216209,14.0
216210,26.0
216211,9.0
216213,68.0
216214,66.0
216215,11.0
216217,36.0
216218,42.0
216219,30.0
216223,37.0
216224,50.0
216225,48.0
216226,34.0
216227,42.0
216228,252.0
216229,7.0
216231,16.0
216232,29.0
216233,28.0
216236,15.0
216237,21.0
216241,67.0
216242,26.0
216243,53.0
216244,19.0
216245,17.0
216246,31.0
216247,41.0
216248,138.0
216250,10.0
216251,13.0
216254,59.0
216255,68.0
216256,29.0
216258,24.0
216259,52.0
216260,41.0
216261,15.0
216262,20.0
216263,23.0
216264,103.0
216265,33.0
216266,60.0
216267,24.0
216268,19.0
216270,50.0
216271,59.0
216272,262.0
216273,13.0
216274,13.0
216275,41.0
216276,45.0
216278,21.0
216279,18.0
216282,20.0
216283,21.0
216287,25.0
216288,13.0
216289,12.0
216292,19.0
216293,62.0
216296,12.0
216297,149.0
216298,104.0
216299,65.0
216301,69.0
216302,78.0
216303,92.0
216307,111.0
216308,52.0
216309,91.0
216310,24.0
216311,18.0
216312,70.0
216313,87.0
216314,199.0
216315,7.0
216316,7.0
216317,25.0
216319,18.0
216324,129.0
216325,87.0
216326,49.0
216329,87.0
216330,101.0
216331,102.0
216332,20.0
216335,66.0
216336,53.0
216337,80.0
216340,72.0
216341,31.0
216342,334.0
216344,10.0
216345,15.0
216346,36.0
216348,69.0
216349,64.0
216350,36.0
216352,26.0
216353,45.0
216354,52.0
216355,16.0
216356,15.0
216357,19.0
216358,83.0
216359,29.0
216360,56.0
216361,28.0
216362,25.0
216363,41.0
216364,60.0
216365,166.0
216366,17.0
216367,22.0
216368,33.0
216369,41.0
216370,10.0
216372,17.0
216373,36.0
216374,28.0
216376,16.0
216377,27.0
216378,32.0
216379,23.0
216381,21.0
216382,49.0
216383,21.0
216384,26.0
216385,25.0
216386,30.0
216387,104.0
216389,16.0
216390,14.0
216391,5.0
216399,28.0
216403,80.0
216404,41.0
216405,25.0
216407,37.0
216408,41.0
216409,53.0
216411,52.0
216412,26.0
216413,50.0
216414,14.0
216416,35.0
216417,31.0
216418,115.0
216421,15.0
216423,9.0
216424,48.0
216425,31.0
216426,12.0
216427,26.0
216428,28.0
216429,10.0
216430,62.0
216431,31.0
216432,39.0
216433,16.0
216434,14.0
216435,36.0
216436,33.0
216437,98.0
216438,15.0
216439,19.0
216440,24.0
216443,17.0
216444,35.0
216445,181.0
216446,158.0
216447,93.0
216450,91.0
216451,115.0
216452,100.0
216455,24.0
216456,141.0
216457,70.0
216458,113.0
216459,29.0
216463,77.0
216464,65.0
216465,338.0
216467,10.0
216468,25.0
216470,21.0
216471,7.0
216473,14.0
216475,12.0
216476,31.0
216478,8.0
216480,57.0
216481,27.0
216482,17.0
216483,20.0
216484,68.0
216485,139.0
216491,78.0
216492,68.0
216493,39.0
216495,62.0
216496,53.0
216497,73.0
216501,60.0
216502,35.0
216503,58.0
216506,45.0
216507,35.0
216509,8.0
216511,17.0
216512,9.0
216514,114.0
216515,78.0
216516,30.0
216517,53.0
216518,69.0
216519,76.0
216521,71.0
216522,37.0
216523,76.0
216524,26.0
216525,19.0
216526,72.0
216527,41.0
216528,220.0
216530,7.0
216531,24.0
216532,37.0
216533,19.0
216536,16.0
216541,32.0
216544,9.0
216545,42.0
216546,167.0
216549,12.0
216551,45.0
216552,27.0
216554,6.0
216555,31.0
216556,61.0
216557,34.0
216558,12.0
216559,13.0
216561,115.0
216562,40.0
216563,71.0
216564,27.0
216565,22.0
216568,44.0
216569,40.0
216570,138.0
216572,21.0
216573,26.0
216577,29.0
216579,11.0
216580,20.0
216581,55.0
216582,32.0
216584,21.0
216585,20.0
216586,39.0
216587,26.0
216588,26.0
216590,9.0
216591,29.0
216592,24.0
216593,146.0
216596,178.0
216597,107.0
216598,29.0
216601,85.0
216602,98.0
216603,108.0
216606,20.0
216607,99.0
216608,48.0
216609,102.0
216610,13.0
216611,5.0
216612,75.0
216613,46.0
216614,259.0
216616,15.0
216617,18.0
216619,8.0
216622,215.0
216623,37.0
216624,6.0
216627,15.0
216628,55.0
216629,26.0
216630,11.0
216631,11.0
216632,10.0
216633,53.0
216634,24.0
216635,30.0
216636,10.0
216637,8.0
216639,47.0
216640,113.0
216641,11.0
216642,13.0
216643,18.0
216645,76.0
216646,80.0
216647,18.0
216648,20.0
216649,30.0
216650,41.0
216651,15.0
216652,13.0
216653,19.0
216654,67.0
216655,23.0
216656,35.0
216657,14.0
216658,14.0
216659,39.0
216660,47.0
216661,144.0
216663,14.0
216664,20.0
216666,10.0
216667,31.0
216668,33.0
216670,24.0
216671,54.0
216672,26.0
216675,49.0
216676,21.0
216677,31.0
216680,28.0
216681,21.0
216685,7.0
216686,9.0
216687,10.0
216688,14.0
216689,64.0
216690,53.0
216691,23.0
216692,20.0
216693,32.0
216694,30.0
216695,9.0
216696,8.0
216697,9.0
216698,46.0
216699,17.0
216700,30.0
216702,13.0
216703,30.0
216704,26.0
216705,145.0
216708,12.0
216709,7.0
216711,13.0
216712,70.0
216713,54.0
216714,30.0
216716,34.0
216717,37.0
216718,48.0
216721,22.0
216722,38.0
216723,27.0
216724,43.0
216725,36.0
216726,16.0
216731,60.0
216732,36.0
216733,34.0
216734,43.0
216735,43.0
216738,34.0
216739,29.0
216740,49.0
216743,32.0
216744,16.0
216748,12.0
216749,70.0
216750,38.0
216751,18.0
216753,34.0
216754,44.0
216755,44.0
216756,68.0
216757,43.0
216758,68.0
216761,35.0
216762,50.0
216763,207.0
216765,9.0
216766,12.0
216767,5.0
216768,26.0
216771,23.0
216772,19.0
216773,15.0
216774,25.0
216779,33.0
216780,24.0
216782,17.0
216783,34.0
216784,90.0
216787,42.0
216788,32.0
216789,7.0
216791,15.0
216793,41.0
216794,15.0
216795,29.0
216796,13.0
216797,10.0
216798,25.0
216799,26.0
216800,71.0
216803,11.0
216805,13.0
216807,50.0
216808,45.0
216809,25.0
216810,9.0
216812,19.0
216813,24.0
216814,31.0
216815,12.0
216817,17.0
216818,65.0
216819,25.0
216820,31.0
216822,7.0
216823,32.0
216824,45.0
216825,124.0
216827,16.0
216828,17.0
216831,27.0
216836,40.0
216837,19.0
216838,13.0
216839,23.0
216840,18.0
216841,41.0
216842,17.0
216843,28.0
216844,18.0
216845,26.0
216849,10.0
216850,32.0
216851,25.0
216852,13.0
216853,12.0
216854,29.0
216855,15.0
216856,8.0
216857,21.0
216858,64.0
216859,20.0
216860,26.0
216861,12.0
216864,46.0
216865,157.0
216868,17.0
216870,54.0
216871,42.0
216874,24.0
216875,28.0
216876,30.0
216877,13.0
216878,12.0
216879,13.0
216880,55.0
216881,27.0
216882,37.0
216883,22.0
216884,18.0
216885,42.0
216886,30.0
216887,159.0
216889,8.0
216890,16.0
216891,18.0
216892,152.0
216893,128.0
216894,38.0
216896,78.0
216897,98.0
216898,92.0
216901,22.0
216902,86.0
216903,68.0
216904,71.0
216905,72.0
216906,42.0
216910,19.0
216914,41.0
216915,37.0
216916,13.0
216918,15.0
216919,27.0
216920,21.0
216923,47.0
216924,21.0
216925,34.0
216926,23.0
216927,18.0
216928,35.0
216929,26.0
216933,12.0
216935,29.0
216936,21.0
216938,5.0
216939,32.0
216940,63.0
216941,27.0
216944,63.0
216945,30.0
216946,33.0
216948,22.0
216949,73.0
216950,262.0
216953,16.0
216956,49.0
216957,55.0
216958,22.0
216960,27.0
216961,57.0
216962,41.0
216963,21.0
216964,22.0
216965,23.0
216966,54.0
216967,36.0
216968,42.0
216969,15.0
216971,36.0
216972,26.0
216973,176.0
216974,12.0
216975,18.0
216976,19.0
216978,52.0
216979,42.0
216982,29.0
216983,35.0
216984,41.0
216986,39.0
216987,27.0
216988,43.0
216991,37.0
216995,10.0
216998,77.0
216999,77.0
217000,16.0
217002,52.0
217003,57.0
217004,57.0
217008,53.0
217009,47.0
217010,61.0
217011,62.0
217012,43.0
217013,268.0
217016,13.0
217018,204.0
217019,115.0
217020,62.0
217023,76.0
217024,89.0
217025,103.0
217027,120.0
217028,66.0
217029,94.0
217030,32.0
217031,26.0
217033,84.0
217034,58.0
217035,273.0
217036,12.0
217037,16.0
217038,44.0
217039,58.0
217040,20.0
217043,226.0
217044,155.0
217045,66.0
217046,11.0
217048,105.0
217049,105.0
217050,120.0
217054,118.0
217055,61.0
217056,95.0
217057,15.0
217058,11.0
217060,85.0
217061,55.0
217062,242.0
217063,8.0
217064,16.0
217065,25.0
217067,15.0
217071,23.0
217072,23.0
217073,11.0
217074,7.0
217075,19.0
217076,40.0
217077,24.0
217080,68.0
217081,25.0
217082,25.0
217083,5.0
217084,24.0
217086,199.0
217089,16.0
217091,28.0
217092,25.0
217094,14.0
217095,24.0
217096,18.0
217099,38.0
217100,20.0
217101,15.0
217104,18.0
217105,42.0
217106,141.0
217108,8.0
217109,11.0
217110,9.0
217113,13.0
217115,16.0
217117,16.0
217119,15.0
217123,109.0
217124,76.0
217125,41.0
217126,53.0
217127,67.0
217128,60.0
217132,65.0
217133,41.0
217134,57.0
217135,18.0
217136,9.0
217137,53.0
217138,46.0
217140,7.0
217141,9.0
217142,19.0
217145,61.0
217146,27.0
217149,34.0
217150,39.0
217153,49.0
217154,27.0
217155,52.0
217158,41.0
217159,19.0
217160,78.0
217163,12.0
217166,147.0
217167,80.0
217168,39.0
217170,50.0
217171,81.0
217172,78.0
217175,84.0
217176,48.0
217177,74.0
217178,26.0
217180,44.0
217181,42.0
217182,149.0
217184,9.0
217185,22.0
217187,19.0
217188,27.0
217193,26.0
217194,17.0
217196,10.0
217197,59.0
217198,19.0
217199,46.0
217200,8.0
217202,11.0
217204,133.0
217206,10.0
217209,36.0
217210,36.0
217213,14.0
217214,15.0
217216,52.0
217217,18.0
217218,36.0
217219,20.0
217220,15.0
217221,35.0
217222,37.0
217223,114.0
217225,8.0
217226,14.0
217228,9.0
217229,23.0
217230,11.0
217233,21.0
217234,42.0
217235,19.0
217236,11.0
217237,12.0
217238,10.0
217239,42.0
217240,29.0
217241,23.0
217244,24.0
217245,29.0
217246,197.0
217249,151.0
217250,76.0
217251,42.0
217252,27.0
217253,16.0
217254,93.0
217255,136.0
217256,131.0
217258,14.0
217259,19.0
217260,174.0
217261,99.0
217262,147.0
217263,33.0
217264,15.0
217267,92.0
217268,76.0
217269,171.0
217271,23.0
217272,36.0
217273,52.0
217274,28.0
217275,18.0
217277,51.0
217278,36.0
217279,19.0
217281,52.0
217282,50.0
217283,46.0
217284,19.0
217287,35.0
217288,46.0
217289,56.0
217290,58.0
217291,29.0
217292,163.0
217294,18.0
217295,14.0
217296,83.0
217297,65.0
217298,23.0
217299,44.0
217300,44.0
217301,57.0
217305,48.0
217306,60.0
217307,61.0
217308,73.0
217309,58.0
217313,14.0
217314,4.0
217316,192.0
217317,124.0
217318,82.0
217321,131.0
217322,154.0
217323,130.0
217324,14.0
217327,161.0
217328,90.0
217329,127.0
217330,27.0
217334,99.0
217335,106.0
217336,599.0
217338,19.0
217339,39.0
217340,22.0
217343,71.0
217344,67.0
217345,21.0
217346,24.0
217347,39.0
217348,49.0
217349,25.0
217350,26.0
217351,18.0
217352,111.0
217353,32.0
217354,46.0
217355,34.0
217356,29.0
217358,51.0
217359,78.0
217360,153.0
217362,16.0
217363,32.0
217364,38.0
217366,15.0
217370,30.0
217371,21.0
217372,15.0
217373,14.0
217374,57.0
217375,30.0
217376,27.0
217377,4.0
217378,41.0
217379,67.0
217380,214.0
217383,17.0
217385,71.0
217386,66.0
217388,20.0
217389,37.0
217390,23.0
217392,19.0
217394,33.0
217395,25.0
217396,23.0
217398,20.0
217399,21.0
217400,159.0
217403,60.0
217404,60.0
217405,12.0
217407,28.0
217408,50.0
217409,49.0
217410,15.0
217411,20.0
217412,26.0
217413,72.0
217414,26.0
217415,34.0
217416,21.0
217417,14.0
217418,38.0
217419,31.0
217420,193.0
217422,12.0
217423,18.0
217425,145.0
217426,101.0
217427,27.0
217428,57.0
217429,60.0
217430,92.0
217432,19.0
217433,74.0
217434,37.0
217435,73.0
217436,18.0
217437,11.0
217438,68.0
217439,40.0
217442,10.0
217443,25.0
217449,50.0
217450,43.0
217451,14.0
217452,69.0
217453,71.0
217454,84.0
217458,67.0
217459,40.0
217460,69.0
217461,67.0
217462,37.0
217465,9.0
217466,5.0
217467,31.0
217468,23.0
217469,9.0
217470,49.0
217471,56.0
217472,30.0
217476,77.0
217477,51.0
217478,75.0
217479,42.0
217480,124.0
217481,202.0
217483,19.0
217484,19.0
217487,41.0
217489,10.0
217490,27.0
217491,24.0
217492,5.0
217495,63.0
217496,21.0
217497,43.0
217498,17.0
217499,16.0
217500,33.0
217501,43.0
217502,137.0
217503,6.0
217504,12.0
217505,18.0
217507,10.0
217509,128.0
217510,79.0
217511,48.0
217514,77.0
217515,88.0
217516,91.0
217519,101.0
217520,52.0
217521,95.0
217522,15.0
217523,8.0
217525,77.0
217526,56.0
217527,272.0
217529,13.0
217530,26.0
217532,10.0
217535,18.0
217536,36.0
217537,20.0
217539,20.0
217540,33.0
217541,27.0
217545,68.0
217546,27.0
217547,37.0
217548,23.0
217549,18.0
217550,36.0
217551,47.0
217552,182.0
217555,16.0
217556,14.0
217557,11.0
217558,14.0
217559,21.0
217560,32.0
217561,36.0
217562,21.0
217566,68.0
217567,44.0
217570,12.0
217571,55.0
217574,180.0
217575,91.0
217576,50.0
217579,85.0
217580,124.0
217581,126.0
217584,24.0
217585,303.0
217586,70.0
217587,106.0
217588,23.0
217589,12.0
217590,87.0
217591,67.0
217592,41.0
217594,21.0
217595,38.0
217596,21.0
217599,73.0
217600,91.0
217601,25.0
217602,18.0
217604,23.0
217605,59.0
217606,40.0
217607,18.0
217608,24.0
217609,18.0
217610,209.0
217611,33.0
217612,38.0
217613,21.0
217614,18.0
217615,45.0
217616,46.0
217617,33.0
217618,8.0
217619,13.0
217620,16.0
217622,6.0
217623,4.0
217624,21.0
217625,42.0
217626,33.0
217629,31.0
217630,33.0
217631,12.0
217632,14.0
217634,114.0
217635,25.0
217636,32.0
217637,13.0
217638,10.0
217640,31.0
217641,54.0
217642,30.0
217644,20.0
217645,23.0
217647,5.0
217648,3.0
217649,9.0
217650,274.0
217651,222.0
217652,75.0
217653,47.0
217655,113.0
217656,150.0
217657,208.0
217661,444.0
217662,103.0
217663,214.0
217664,37.0
217665,24.0
217667,119.0
217668,93.0
217669,47.0
217670,18.0
217671,36.0
217672,71.0
217673,79.0
217674,51.0
217676,12.0
217677,96.0
217678,68.0
217680,54.0
217681,55.0
217682,78.0
217685,15.0
217686,171.0
217687,33.0
217688,54.0
217689,16.0
217690,8.0
217691,55.0
217692,30.0
217695,18.0
217696,29.0
217700,203.0
217701,103.0
217702,67.0
217703,25.0
217705,107.0
217706,143.0
217707,128.0
217709,355.0
217710,83.0
217711,134.0
217712,28.0
217713,13.0
217715,100.0
217716,72.0
217718,22.0
217719,32.0
217720,43.0
217722,31.0
217725,40.0
217729,19.0
217730,30.0
217731,37.0
217732,13.0
217733,17.0
217734,17.0
217735,100.0
217736,24.0
217737,37.0
217738,15.0
217739,11.0
217741,42.0
217742,43.0
217743,29.0
217744,18.0
217745,18.0
217746,23.0
217747,41.0
217748,32.0
217750,9.0
217751,23.0
217752,28.0
217753,10.0
217756,76.0
217757,20.0
217758,29.0
217759,11.0
217761,37.0
217762,29.0
217765,14.0
217768,45.0
217769,32.0
217772,19.0
217773,53.0
217774,53.0
217775,11.0
217778,195.0
217779,41.0
217780,74.0
217781,32.0
217782,29.0
217784,44.0
217785,65.0
217786,28.0
217787,13.0
217788,15.0
217789,22.0
217791,17.0
217792,16.0
217793,26.0
217796,17.0
217797,42.0
217798,23.0
217800,17.0
217801,118.0
217802,23.0
217803,18.0
217804,19.0
217805,38.0
217808,12.0
217813,16.0
217814,14.0
217815,29.0
217816,16.0
217817,9.0
217819,69.0
217820,15.0
217821,17.0
217824,16.0
217825,13.0
217828,6.0
217829,117.0
217830,71.0
217831,38.0
217833,72.0
217834,93.0
217835,97.0
217838,254.0
217839,45.0
217840,67.0
217841,10.0
217843,79.0
217844,34.0
217845,38.0
217846,20.0
217847,26.0
217848,39.0
217849,10.0
217851,71.0
217852,70.0
217853,14.0
217855,37.0
217856,45.0
217857,37.0
217861,165.0
217862,55.0
217863,50.0
217864,42.0
217865,43.0
217866,25.0
217867,17.0
217869,28.0
217870,32.0
217871,28.0
217874,17.0
217875,23.0
217879,137.0
217880,27.0
217881,51.0
217882,20.0
217883,17.0
217884,32.0
217885,39.0
217886,24.0
217888,9.0
217889,13.0
217892,58.0
217893,74.0
217894,31.0
217896,24.0
217897,58.0
217898,44.0
217899,16.0
217900,21.0
217901,25.0
217902,260.0
217903,33.0
217904,58.0
217905,25.0
217906,20.0
217908,52.0
217909,59.0
217910,33.0
217911,13.0
217912,13.0
217913,30.0
217914,45.0
217916,22.0
217917,19.0
217921,20.0
217922,22.0
217926,68.0
217927,15.0
217928,13.0
217931,19.0
217932,13.0
217935,13.0
217936,149.0
217937,104.0
217938,67.0
217940,64.0
217941,80.0
217942,101.0
217946,256.0
217947,50.0
217948,96.0
217949,24.0
217950,18.0
217951,72.0
217952,54.0
217953,87.0
217954,10.0
217955,17.0
217956,40.0
217958,18.0
217963,135.0
217964,99.0
217965,51.0
217968,92.0
217969,107.0
217970,115.0
217971,17.0
217974,287.0
217975,51.0
217976,71.0
217979,74.0
217980,31.0
217981,42.0
217983,22.0
217984,32.0
217985,20.0
217987,73.0
217988,72.0
217989,39.0
217991,24.0
217992,46.0
217993,59.0
217994,16.0
217995,16.0
217996,18.0
217997,163.0
217998,28.0
217999,53.0
218000,28.0
218001,25.0
218002,42.0
218003,58.0
218004,33.0
218005,11.0
218006,22.0
218007,26.0
218008,36.0
218009,10.0
218011,11.0
218012,35.0
218013,28.0
218015,16.0
218016,28.0
218017,36.0
218018,30.0
218020,23.0
218021,93.0
218022,21.0
218023,24.0
218024,26.0
218025,29.0
218026,25.0
218028,17.0
218029,15.0
218030,7.0
218038,28.0
218042,85.0
218043,42.0
218044,26.0
218046,35.0
218047,45.0
218048,66.0
218050,150.0
218051,27.0
218052,50.0
218053,15.0
218055,39.0
218056,29.0
218057,14.0
218060,24.0
218062,8.0
218063,77.0
218064,64.0
218065,11.0
218066,25.0
218067,31.0
218068,10.0
218069,100.0
218070,25.0
218071,37.0
218072,16.0
218073,14.0
218074,38.0
218075,32.0
218076,24.0
218077,12.0
218078,14.0
218079,21.0
218082,8.0
218083,18.0
218084,186.0
218085,158.0
218086,94.0
218089,78.0
218090,119.0
218091,111.0
218094,25.0
218095,393.0
218096,65.0
218097,115.0
218098,31.0
218102,78.0
218103,66.0
218104,27.0
218106,20.0
218107,41.0
218109,21.0
218110,8.0
218112,12.0
218114,12.0
218115,32.0
218117,11.0
218119,121.0
218120,30.0
218121,18.0
218122,23.0
218123,70.0
218124,37.0
218130,86.0
218131,77.0
218132,38.0
218134,61.0
218135,62.0
218136,85.0
218140,181.0
218141,36.0
218142,58.0
218145,46.0
218146,34.0
218148,15.0
218150,33.0
218151,9.0
218153,115.0
218154,75.0
218155,36.0
218156,47.0
218157,69.0
218158,84.0
218160,172.0
218161,36.0
218162,73.0
218163,27.0
218164,20.0
218165,74.0
218166,40.0
218167,18.0
218169,18.0
218170,37.0
218171,36.0
218172,20.0
218175,14.0
218180,67.0
218183,11.0
218184,44.0
218185,27.0
218188,12.0
218190,46.0
218191,26.0
218193,18.0
218194,32.0
218195,64.0
218196,39.0
218197,13.0
218198,14.0
218200,210.0
218201,40.0
218202,83.0
218203,26.0
218204,23.0
218207,45.0
218208,40.0
218209,20.0
218211,21.0
218212,25.0
218216,32.0
218218,8.0
218219,19.0
218220,57.0
218221,33.0
218223,22.0
218224,21.0
218225,131.0
218226,28.0
218227,26.0
218228,9.0
218229,32.0
218230,23.0
218231,14.0
218234,181.0
218235,108.0
218236,31.0
218239,90.0
218240,95.0
218241,119.0
218244,19.0
218245,280.0
218246,47.0
218247,98.0
218248,13.0
218249,6.0
218250,78.0
218251,45.0
218252,17.0
218254,30.0
218255,31.0
218257,6.0
218260,216.0
218261,39.0
218262,6.0
218265,14.0
218266,47.0
218267,26.0
218268,12.0
218269,12.0
218270,11.0
218271,176.0
218272,23.0
218273,29.0
218274,11.0
218275,10.0
218277,48.0
218278,29.0
218279,12.0
218280,14.0
218281,18.0
218283,85.0
218284,82.0
218285,20.0
218286,18.0
218287,33.0
218288,44.0
218289,17.0
218290,14.0
218291,20.0
218292,129.0
218293,22.0
218294,34.0
218295,15.0
218296,15.0
218297,42.0
